FACILITY_ID_NUMBER,FACILITY_NAME,LATITUDE,LONGITUDE,ZONE,REGION,COUNCIL,COMMON FACILITY HEALTH NAME,ALTITUDE,FACILITY TYPE,OWNERSHIP,OPERATING_STATUS
102185-6,KAHE,-3.048642,37.615526,Northern,Kilimanjaro,Rombo District Council,Kahe Dispensary,1471,Dispensary,Public,Operating
102186-4,KAHORORO,,,Lake,Kagera,Bukoba Municipal Council,,,Dispensary,Public,Operating
102188-0,KAHUMULO,-2.68085,32.80726,Lake,Mwanza,Sengerema District Council,Kahumulo Dispensary,1147,Dispensary,Public,Operating
102190-6,KAHUNDA A.I.C,,,Lake,Mwanza,Sengerema District Council,Kahunda A.I.C,,Dispensary,Faith based organization,Operating
102191-4,KAIBANJA,-1.25119,31.34381,Lake,Kagera,Bukoba District Council,,1162,Dispensary,Public,Operating
102192-2,KAIGARA,-1.82347,31.6747,Lake,Kagera,Muleba District Council,,,Health Centre,Public,Operating
102193-0,KAINAM,-3.91903,35.5861,Northern,Manyara,Mbulu District Council,Kainam,,Dispensary,Public,Operating
102195-5,KAISHO,-1.26382,30.68813,Lake,Kagera,Kyerwa District Council,Kaisho Dispensary,1335,Dispensary,Public,Operating
102196-3,KAJA,-6.79145,39.257,Eastern,Dar es Salaam,Kinondoni Municipal Council,Kaja,22,Dispensary,Private,Operating
102197-1,KAJANA,-4.33145,30.14784,Western,Kigoma,Buhigwe District Council,Zahanati ya Kajana,1382,Dispensary,Public,Operating
102198-9,KAJIMA,-10.65773,37.05073,Southern,Ruvuma,Tunduru District Council,Kajima,674,Dispensary,Public,Operating
102199-7,KAJUNGUTI,-1.24282,31.48279,Lake,Kagera,Missenyi District Council,SR THERESE DISP,1154,Dispensary,Faith based organization,Operating
102200-3,KAJUNJUMELE,-9.58795,33.85543,Southern Highlands,Mbeya,Kyela District Council,Kajunjumele hospital,525,Dispensary,Public,Operating
102202-9,KAKANJA,-1.42187,30.91092,Lake,Kagera,Kyerwa District Council,Kakanja,1335,Dispensary,Public,Operating
102205-2,KAKINDO,-1.16542,31.4893,Lake,Kagera,Missenyi District Council,Kakindo Dispensary,1152,Dispensary,Public,Operating
102207-8,KAKIRO,-1.4539,31.14891,Lake,Kagera,Karagwe District Council,Kakiro,1658,Dispensary,Public,Operating
102209-4,KAKOLA,-3.089447,32.72158,Lake,Geita,Nyang'hwale District Council,Kakota,1188,Dispensary,Public,Operating
102210-2,KAKOLA,-4.83333,32.7667,Western,Tabora,Tabora Municipal Council,Kakola,,Dispensary,Public,Operating
102211-0,KAKONKO,-3.273,30.98278,Western,Kigoma,Kakonko District Council,Kakonko RHC,4008,Health Centre,Public,Operating
102212-8,KAKONKO RC MISSION,-3.52659,34.31254,Western,Simiyu,Meatu District Council,Mbizi,1187,Dispensary,Faith based organization,Operating
102213-6,KAKUBILO,-2.6109,32.07659,Lake,Geita,Geita District Council,Kakubilo,1176,Dispensary,Public,Operating
102216-9,KAKURAIJO,-1.75401,30.99677,Lake,Kagera,Karagwe District Council,Kakulaijo,1407,Dispensary,Public,Operating
102217-7,KALA,-7.64895,31.322,Southern Highlands,Rukwa,Nkasi District Council,Kala,,Dispensary,Public,Operating
102218-5,KALA,-7.43333,31.5,Southern Highlands,Rukwa,Nkasi District Council,Kala,,Health Centre,Faith based organization,Operating
102219-3,KALAELA,-8.46187,31.57675,Southern Highlands,Rukwa,Kalambo District Council,KALAELA DISPENSARY,1767,Dispensary,Public,Operating
102221-9,KALALANI,-4.36341,38.45352,Northern,Tanga,Korogwe District Council,KALALANI,,Dispensary,Public,Operating
102222-7,KALALASI,-8.4159,31.5744,Southern Highlands,Rukwa,Kalambo District Council,kalalasi,,Dispensary,Public,Operating
102223-5,KALAMBAZITE,-8.39822,31.9359,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
102225-0,KALANGALALA,-2.80612,32.7934,Lake,Mwanza,Sengerema District Council,Kalangalala Dispensary,1231,Dispensary,Public,Operating
102227-6,KALANGALI,-6.0781,33.95542,Central,Singida,Manyoni District Council,Kalangali,,Dispensary,Public,Operating
102229-2,KARANGASI,-5.04021,32.49405,Western,Tabora,Uyui District Council,Kalola,,Dispensary,Public,Operating
102231-8,KALEBEZO,-2.50805,32.3578,Lake,Mwanza,Sengerema District Council,kalebezo,1192,Dispensary,Public,Operating
102232-6,KALELA,-4.850832,29.924915,Western,Kigoma,Kasulu District Council,Zahanati ya Kalela,1010,Dispensary,Public,Operating
102233-4,KALEMA,-1.21215,31.8274,Lake,Kagera,Bukoba District Council,Bushagara,1227,Dispensary,Public,Operating
102234-2,KALEMAWE,,,Northern,Kilimanjaro,Same District Council,kalemawe dispensary,520,Dispensary,Public,Operating
102235-9,KALEMBO,-9.487144,33.448977,Southern Highlands,Mbeya,Ileje District Council,Kalembo,1487,Dispensary,Faith based organization,Operating
102237-5,KALEMELA,-2.29663,33.7128,Western,Simiyu,Busega District Council,Kalemela,,Dispensary,Public,Operating
102238-3,KALEMELA A,-5.00787,32.044441,Western,Tabora,Urambo District Council,Kalemela A,1136,Dispensary,Public,Operating
102239-1,KALENGA,-7.80415,35.6011,Southern Highlands,Iringa,Iringa District Council,Kalenga Dispensary,,Dispensary,Public,Operating
102240-9,KALENGAKERO,-8.80312,36.3538,Eastern,Morogoro,Ulanga District Council,Kalengakero,,Dispensary,Faith based organization,Operating
102241-7,KALENGE,-4.95686,29.87916,Western,Kigoma,Uvinza District Council,Kalenge Dispensary,1035,Dispensary,Public,Operating
102242-5,KALENGE,-3.15412,31.0654,Lake,Kagera,Biharamulo District Council,,,Dispensary,Public,Operating
102243-3,KALEPULA,-8.76712,31.8394,Southern Highlands,Rukwa,Kalambo District Council,kalepula,,Dispensary,Public,Operating
102247-4,KALILANKULUKULU,-6.36713,31.93904,Southern Highlands,Katavi,Mpanda District Council,Kalilankulukulu,1041,Dispensary,Public,Operating
102248-2,KALINZI,-4.616765,29.725559,Western,Kigoma,Kigoma District Council,Kalinzi Dispensary,,Dispensary,Public,Operating
102249-0,KALITA PRINMAT,-6.71179,39.13544,Eastern,Dar es Salaam,Kinondoni Municipal Council,Kalitha Prinmat,166,Clinic,Private,Operating
102251-6,KALIUA,-5.05639,31.7946,Western,Tabora,Kaliua District Council,Kaliua Mission,,Health Centre,Faith based organization,Operating
102253-2,KALOBE,-8.923474,33.421754,Southern Highlands,Mbeya,Mbeya City Council,Kalobe kliniki,1599,Clinic,Private,Operating
102254-0,KALOLA,-5.04021,32.4905,Western,Tabora,Uyui District Council,Kalola,,Dispensary,Public,Operating
102255-7,KALOLE,-8.18631,31.7408,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
102256-5,KALOLENI,,,Western,Tabora,Nzega District Council,,,Dispensary,Public,Operating
102257-3,KALOLENI,-3.37162,37.3443,Northern,Kilimanjaro,Moshi Municipal Council,Kaloleni,785,Dispensary,Public,Operating
102258-1,KALOLENI,-3.369322,36.688577,Northern,Arusha,Arusha City Council,KALOLENI HC,1398,Health Centre,Public,Operating
102259-9,KALULU,,,Southern,Ruvuma,Tunduru District Council,Kalulu,797,Dispensary,Public,Operating
102260-7,KALUMBALEZA,-7.62137,31.5067,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
102262-3,KALUNDE,-4.97291,32.6966,Western,Tabora,Tabora Municipal Council,Kalunde,,Dispensary,Public,Operating
102263-1,KALUNDWA,-6.92776,37.78272,Eastern,Morogoro,Morogoro District Council,Kalundwa dispendary,460,Dispensary,Public,Operating
102265-6,KALUNGU,-6.18307,31.19062,Southern Highlands,Katavi,Nsimbo District Council,Kalungu,1160,Dispensary,Public,Operating
102267-2,KALYA,-6.47149,30.0092,Western,Kigoma,Uvinza District Council,,,Dispensary,Public,Operating
102268-0,KAM,-6.82753,39.25847,Eastern,Dar es Salaam,Ilala Municipal Council,KAM,42,Dispensary,Private,Operating
102269-8,KAM MED CENTRE,-3.37824,36.69623,Northern,Arusha,Arusha City Council,,1390,Health Centre,Private,Operating
102270-6,KAMACHUMU,-1.62365,31.6129,Lake,Kagera,Muleba District Council,Kamachumu Health centre,1486,Health Centre,Public,Operating
102271-4,KAMAGAMBO,-1.60774,30.93779,Lake,Kagera,Karagwe District Council,Kamagambo,1390,Dispensary,Public,Operating
102272-2,KAMALENDI,-5.17193,31,Western,Tabora,Urambo District Council,Kamalendi,,Dispensary,Public,Operating
102274-8,KAMARA,-4.85109,29.7378,Western,Kigoma,Kigoma District Council,,,Dispensary,Public,Operating
102275-5,KAMASI,-1.86272,32.8535,Lake,Mwanza,Ukerewe District Council,Kamasi,1175,Dispensary,Public,Operating
102276-3,KAMATA,,,Western,Tabora,Sikonge District Council,Kamata,1203,Dispensary,Faith based organization,Operating
102277-1,KAMAWE,-8.57049,31.59895,Southern Highlands,Rukwa,Kalambo District Council,Kamawe,1813,Dispensary,Public,Operating
102278-9,KAMBAI,-4.9822,38.70577,Northern,Tanga,Muheza District Council,Kambai,174,Dispensary,Public,Operating
102279-7,KAMBALA,-6.318,37.583,Eastern,Morogoro,Mvomero District Council,,,Dispensary,Public,Operating
102281-3,KAMBARAGE,-3.66048,33.41391,Western,Shinyanga,Shinyanga Municipal Council,kambarage H/C,1133,Health Centre,Public,Operating
102282-1,KAMBARAGE-POLICE,-3.66102,33.41862,Western,Shinyanga,Shinyanga Municipal Council,Police Dispensary,1129,Dispensary,Public,Operating
102283-9,KAMBASEGELA,-9.3952,33.8175,Southern Highlands,Mbeya,Busokelo District Council,Kambasegela,,Dispensary,Public,Operating
102286-2,KAMBI YA SIMBA,-3.277992,35.801515,Northern,Arusha,Karatu District Council,,1567,Health Centre,Public,Operating
102287-0,KAMBI YA SIMBA,-3.594476,37.70814,Northern,Kilimanjaro,Mwanga District Council,Kambi ya Simba,752,Dispensary,Public,Operating
102288-8,KAMBIKATOTO,-7.14417,33.4882,Southern Highlands,Mbeya,Chunya District Council,,,Dispensary,Public,Operating
102289-6,KAMBO,-8.47923,31.72767,Southern Highlands,Rukwa,Kalambo District Council,Kambo Dispensary,1802,Dispensary,Public,Operating
102290-4,KAMGENDI,-1.64677,34.07882,Lake,Mara,Butiama District Council,Kamugendi,1185,Dispensary,Public,Operating
102291-2,KAMINULA,-6.15346,31.16321,Southern Highlands,Katavi,Nsimbo District Council,Kaminula,1140,Dispensary,Public,Operating
102293-8,KAMNYAZYA,-9.061904,36.399232,Southern Highlands,Rukwa,Sumbawanga District Council,,1776,Dispensary,Public,Operating
102294-6,KAMSAMBA,-8.35759,32.2943,Southern Highlands,Mbeya,Momba District Council,kamsamba,846,Health Centre,Public,Operating
102295-3,KAMSEKWA,-5.06803,32.06374,Western,Tabora,Urambo District Council,Kamsekwa,1097,Dispensary,Public,Operating
102297-9,KAMUGEGI,-1.73528,33.79443,Lake,Mara,Butiama District Council,,1248,Dispensary,Public,Operating
102298-7,KAMULI,-1.29292,30.85323,Lake,Kagera,Kyerwa District Council,Kamuli,1778,Health Centre,Public,Operating
102299-5,KAMWANGA,-2.87804,37.36434,Northern,Arusha,Longido District Council,kamwanga,1842,Dispensary,Public,Operating
102302-7,KANAZI,-4.4997,30.212668,Western,Kigoma,Kasulu Town Council,Zahanati ya Kanazi,1319,Dispensary,Public,Operating
102304-3,KANAZI,-2.56184,30.5807,Lake,Kagera,Ngara District Council,KANAZI,1744,Dispensary,Public,Operating
102305-0,KANAZI,-1.46256,31.7376,Lake,Kagera,Bukoba District Council,,1360,Health Centre,Public,Operating
102306-8,KANDAGA,-4.96095,29.84394,Western,Kigoma,Uvinza District Council,Kandaga Dispensary,986,Dispensary,Public,Operating
102307-6,KANDASHI,-3.1887,36.9526,Northern,Kilimanjaro,Siha District Council,Kandashi,1478,Dispensary,Faith based organization,Operating
102308-4,KANDAWALE,-8.58324,38.8025,Southern,Lindi,Kilwa District Council,,,Dispensary,Public,Operating
102310-0,KANDETE,,,Southern Highlands,Mbeya,Kyela District Council,,,Dispensary,Public,Operating
102314-2,KANEMBWA JKT,,,Western,Kigoma,Kakonko District Council,Kanembwa JKT,,Dispensary,Public,Operating
102316-7,KANGA,-6.52,37.7466,Eastern,Morogoro,Mvomero District Council,,,Dispensary,Public,Operating
102317-5,KANGA,-7.72607,39.85335,Eastern,Pwani,Mafia District Council,Bweni,,Dispensary,Public,Operating
102318-3,KANGAGA,-8.76362,34.5025,Southern Highlands,Mbeya,Mbarali District Council,Kangaga Dispensary,1171,Dispensary,Public,Operating
102319-1,KANGAGAI,-4.5999,38.31964,Northern,Tanga,Lushoto District Council,Kangagai,,Health Centre,Public,Operating
102321-7,KANG'ATA,-5.65958,37.8986,Northern,Tanga,Handeni District Council,Kang'ata,1953,Dispensary,Public,Operating
102322-5,KANGE,-5.09969,39.04266,Northern,Tanga,Tanga City Council,Kange,,Dispensary,Public,Operating
102323-3,KANGE JWTZ,-5.09686,39.01545,Northern,Tanga,Tanga City Council,Kange JWTZ,55,Dispensary,Public,Operating
102324-1,KANGEME,,,Western,Tabora,Kaliua District Council,Kangeme,,Dispensary,Public,Operating
102325-8,KANGETUTYA,-1.93633,33.7778,Lake,Mara,Bunda District Council,Kangetutya,1272,Dispensary,Public,Operating
102326-6,KANIHA,-3.28951,31.42389,Lake,Kagera,Biharamulo District Council,kaniha,,Dispensary,Public,Operating
102329-0,KANIKELELE,,,Southern Highlands,Njombe,Njombe District Council,Kanikelele,,Dispensary,Public,Operating
102330-8,KANING'OMBE,-7.55113,35.286,Southern Highlands,Iringa,Iringa District Council,Kaning'ombe mission,,Dispensary,Faith based organization,Operating
102332-4,THE WORLD MISSIONARY FELLOWSHIP OF THE CHURCH OF GOD,-6.821387,39.213199,Eastern,Dar es Salaam,Ilala Municipal Council,KLM,,Dispensary,Faith based organization,Operating
102333-2,KANISA LA MUNGU TANZANIA,-6.867921,39.277386,Eastern,Dar es Salaam,Temeke Municipal Council,Mtoni kanisa la Mungu Dispensary,24,Dispensary,Faith based organization,Operating
102334-0,KANISA LA MUNGU,-7.36316,39.0636,Eastern,Pwani,Mkuranga District Council,Kanisa la Mungu,,Dispensary,Private,Operating
102336-5,KANOGE,,,Western,Tabora,Kaliua District Council,Kanoge,,Dispensary,Public,Operating
102337-3,KANOGE,-6.510058,31.0712,Southern Highlands,Katavi,Nsimbo District Council,Kanoge,1344,Health Centre,Public,Operating
102338-1,KANONDO,-7.91286,31.5697,Southern Highlands,Rukwa,Sumbawanga Municipal Council,Kanondo,1808,Dispensary,Public,Operating
102339-9,HURUMA KANORA,-3.3875,36.6818,Northern,Arusha,Arusha City Council,,,Dispensary,Private,Operating
102340-7,KANSAY,-3.669074,35.593634,Northern,Arusha,Karatu District Council,,1717,Health Centre,Public,Operating
102341-5,KANTALEMWA,-8.83154,31.6404,Southern Highlands,Rukwa,Kalambo District Council,,,Dispensary,Public,Operating
102342-3,KANYELELE,-9.26227,33.7671,Southern Highlands,Mbeya,Busokelo District Council,Kanyelele,,Dispensary,Public,Operating
102343-1,KANYELELE,-2.66868,33.09776,Lake,Mwanza,Misungwi District Council,Kanyerere,1230,Dispensary,Public,Operating
102344-9,KANYENYE,-4.81548,32.88202,Western,Tabora,Uyui District Council,Kanyenye,1188,Dispensary,Public,Operating
102345-6,KANYEZI,-8.66089,31.86467,Southern Highlands,Rukwa,Kalambo District Council,kanyezi,1705,Dispensary,Public,Operating
102346-4,KANYIGO,-1.07691,31.74676,Lake,Kagera,Missenyi District Council,Kanyigo,1340,Dispensary,Public,Operating
102347-2,KANYIMBI,-10.7249,38.9785,Southern,Mtwara,Masasi District Council,,432,Dispensary,Public,Operating
102348-0,KANYINYA,-2.6206,30.63536,Lake,Kagera,Ngara District Council,Kanyinya,1531,Dispensary,Public,Operating
102349-8,KANYONZA,,,Western,Kigoma,Kakonko District Council,Kanyonza Dispensary,4008,Dispensary,Public,Operating
102352-2,KAOLE,-6.27681,38.5631,Eastern,Pwani,Bagamoyo District Council,Kaole Dispensary,19,Dispensary,Public,Operating
102353-0,KAOZE,-8.45989,32.1583,Southern Highlands,Rukwa,Sumbawanga District Council,,,Dispensary,Public,Operating
102355-5,KAPALAMSENGA,-6.73947,30.40773,Southern Highlands,Katavi,Mpanda District Council,Kapalamsenga,797,Dispensary,Public,Operating
102356-3,KAPAMISYA,,,Southern Highlands,Mbeya,Kyela District Council,,,Dispensary,Public,Operating
102357-1,KAPANDA,-6.2922,31.04413,Southern Highlands,Katavi,Nsimbo District Council,Kapanda Dispensary,1142,Dispensary,Public,Operating
102358-9,KAPARAMSENGA,,,Western,Kigoma,Uvinza District Council,,,Dispensary,Public,Operating
102359-7,KAPELE,-8.57806,31.17511,Southern Highlands,Rukwa,Kalambo District Council,KAPELE DISPENSARY,781,Dispensary,Public,Operating
102361-3,KAPELEKESI,-9.528385,33.489666,Southern Highlands,Mbeya,Ileje District Council,Kapelekesi,1336,Dispensary,Public,Operating
102362-1,KAPETA,-9.473826,33.668962,Southern Highlands,Mbeya,Ileje District Council,,570,Dispensary,Public,Operating
102363-9,KAPOZWA,-8.58475,31.24245,Southern Highlands,Rukwa,Kalambo District Council,KAPOZWA DISPENSARY,1180,Dispensary,Public,Operating
102364-7,KAPUGI,-9.317925,33.591683,Southern Highlands,Mbeya,Rungwe District Council,Kapugi,,Dispensary,Public,Operating
102366-2,KARAGO,-5.28404,29.80053,Western,Kigoma,Uvinza District Council,Karango Dispensary,790,Dispensary,Public,Operating
102368-8,KARAMBA,,,Northern,Kilimanjaro,Mwanga District Council,Karamba,761,Dispensary,Public,Operating
102369-6,KARAMBA,,,Northern,Kilimanjaro,Same District Council,karamba dispensary,509,Dispensary,Public,Operating
102370-4,KARAMBI,-2.10592,31.5024,Lake,Kagera,Muleba District Council,Karambi Dispensary,1651,Dispensary,Public,Operating
102372-0,KARANGAI,-3.47771,36.8687,Northern,Arusha,Meru District Council,,980,Dispensary,Public,Operating
102373-8,KARANGAI COGI,-3.29467,36.5204,Northern,Arusha,Meru District Council,,,Dispensary,Faith based organization,Operating
102374-6,KARANSI RC,-4.25694,38.0517,Northern,Kilimanjaro,Siha District Council,Karansi,1423,Health Centre,Faith based organization,Operating
102375-3,KARASECO,-1.46307,31.18084,Lake,Kagera,Karagwe District Council,Karaseco,1268,Dispensary,Faith based organization,Operating
102376-1,KARATU,-3.339992,35.669432,Northern,Arusha,Karatu District Council,,,Health Centre,Public,Operating
102377-9,KARATU LUTHERAN,-3.337586,35.626898,Northern,Arusha,Karatu District Council,Karatu DDH,1572,Hospital,Faith based organization,Operating
102378-7,KARATU RC,-3.345566,35.68218,Northern,Arusha,Karatu District Council,,1533,Dispensary,Faith based organization,Operating
102379-5,OMUKALIRO,-1.81124,31.04121,Lake,Kagera,Karagwe District Council,Omukaliro,1461,Dispensary,Private,Operating
102380-3,KAREMA,-6.81984,30.4429,Southern Highlands,Katavi,Mpanda District Council,Dr Attman Karema,798,Dispensary,Faith based organization,Operating
102381-1,KAREMA,-6.81627,30.44359,Southern Highlands,Katavi,Mpanda District Council,Karema,778,Health Centre,Public,Operating
102382-9,KARIAKOO,-6.81983,39.27571,Eastern,Dar es Salaam,Ilala Municipal Council,Kariakoo,,Dispensary,Private,Operating
102383-7,KARIAKOO DENTAL,,,Eastern,Dar es Salaam,Ilala Municipal Council,Kliniki ya meno,,Clinic,Private,Operating
102385-2,KARITU,-4.30573,32.9786,Western,Tabora,Nzega District Council,Karitu Dispensary,1238,Dispensary,Public,Operating
102386-0,KARMELI,,,Northern,Kilimanjaro,Moshi District Council,,,Dispensary,Faith based organization,Operating
102387-8,KARUKEKERE,-2.06709,33.5447,Lake,Mara,Bunda District Council,Karukerere Disp,1170,Dispensary,Public,Operating
102388-6,KARUME,-2.39726,32.9665,Lake,Mwanza,Ilemela Municipal Council,,1133,Health Centre,Public,Operating
102389-4,KARUME,-3.08087,37.592184,Northern,Kilimanjaro,Rombo District Council,Karume Health Centre,1523,Health Centre,Public,Operating
102390-2,KARUMO,,,Lake,Mwanza,Sengerema District Council,karumo dispensary,1147,Dispensary,Public,Operating
102391-0,KASAHUNGA,-2.15067,33.5112,Lake,Mara,Bunda District Council,Kasahunga Health Centre,1158,Health Centre,Public,Operating
102392-8,KASAKA,-3.74841,30.59518,Western,Kigoma,Kibondo District Council,Kasaka Dispensary,4446,Dispensary,Public,Operating
102393-6,KASALA,-2.89902,31.79016,Lake,Geita,Chato District Council,,1172,Dispensary,Public,Operating
102394-4,KASAMWA,-2.85115,32.39511,Lake,Geita,Geita Town Council,Kasamwa h/c,1205,Health Centre,Public,Operating
102395-1,KASAMWA SDA,,,Lake,Geita,Geita Town Council,,,Dispensary,Faith based organization,Operating
